CaseID,StructID,GM_ID,gm_file,gm_dt_sec,gm_unit,gm_scale,k_global_scale,qy_global_scale,mass_scale,damping_ratio,alpha_post,story_height_m,n_story,k1_scale,k2_scale,k3_scale,k4_scale,k5_scale,qy1_scale,qy2_scale,qy3_scale,qy4_scale,qy5_scale,K1_N_per_m,K2_N_per_m,K3_N_per_m,K4_N_per_m,K5_N_per_m,Qy1_N,Qy2_N,Qy3_N,Qy4_N,Qy5_N,floor_mass_kg,model_type,run_status,success,message,top_disp_max_m,max_story_drift,base_shear_max_N,analysis_time_sec
Case1178,Struct0589,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.1863,1.2287,1.0409,0.0683,0.0459,3.225,5,1.0297,0.986,1.0537,1.0331,0.9088,0.9334,0.893,0.9515,1.0744,1.1073,219875959.8,192999147,187500646.5,165451481.6,129373132.8,4587474.32,4059747.67,3974967.37,4092357.37,3809510.63,260225,5-story shear model,pending,,,,,,
Case1179,Struct0590,EI,ground_motion/ei3.txt,0.02,g,1,1.1361,1.0245,1.1034,0.0289,0.0478,3.298,5,0.8588,1.1454,1.1354,0.9704,0.8957,1.0396,1.1351,0.9987,0.9997,0.9024,175622882.4,214712675.1,193489191,148833644.4,122112572.4,4260280.8,4302766.82,3478771.71,3174997.22,2588624.64,275850,5-story shear model,pending,,,,,,
Case1180,Struct0590,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.1361,1.0245,1.1034,0.0289,0.0478,3.298,5,0.8588,1.1454,1.1354,0.9704,0.8957,1.0396,1.1351,0.9987,0.9997,0.9024,175622882.4,214712675.1,193489191,148833644.4,122112572.4,4260280.8,4302766.82,3478771.71,3174997.22,2588624.64,275850,5-story shear model,pending,,,,,,
Case1181,Struct0591,EI,ground_motion/ei3.txt,0.02,g,1,1.1864,1.129,1.102,0.0272,0.0271,3.578,5,0.8615,0.9248,0.9067,0.8909,1.0804,0.9142,0.8885,0.873,1.0253,0.9391,183975048,181035148.8,161356332,142690107.6,153814387.2,4128527.2,3711531.05,3351097.8,3588447.47,2968682.92,275500,5-story shear model,pending,,,,,,
Case1182,Struct0591,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.1864,1.129,1.102,0.0272,0.0271,3.578,5,0.8615,0.9248,0.9067,0.8909,1.0804,0.9142,0.8885,0.873,1.0253,0.9391,183975048,181035148.8,161356332,142690107.6,153814387.2,4128527.2,3711531.05,3351097.8,3588447.47,2968682.92,275500,5-story shear model,pending,,,,,,
Case1183,Struct0592,EI,ground_motion/ei3.txt,0.02,g,1,0.8632,0.8662,1.0424,0.0204,0.0116,3.512,5,1.0287,0.9894,1.0387,1.1035,1.0088,1.1032,0.8593,1.0622,1.0757,0.9581,159835291.2,140918263.2,134490876,128593062,104495539.2,3822367.36,2754004.94,3128263.98,2888491.15,2323737.42,260600,5-story shear model,pending,,,,,,
Case1184,Struct0592,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.8632,0.8662,1.0424,0.0204,0.0116,3.512,5,1.0287,0.9894,1.0387,1.1035,1.0088,1.1032,0.8593,1.0622,1.0757,0.9581,159835291.2,140918263.2,134490876,128593062,104495539.2,3822367.36,2754004.94,3128263.98,2888491.15,2323737.42,260600,5-story shear model,pending,,,,,,
Case1185,Struct0593,EI,ground_motion/ei3.txt,0.02,g,1,1.0289,0.7641,1.0094,0.0625,0.0381,3.315,5,1.1078,1.0642,1.0139,1.0404,1.1376,0.9591,0.9145,0.8928,1.1059,1.0476,205166775.6,180667637.7,156480256.5,144513120.6,140457196.8,2931393.24,2585446.96,2319440.83,2619556.39,2241319.25,252350,5-story shear model,pending,,,,,,
Case1186,Struct0593,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.0289,0.7641,1.0094,0.0625,0.0381,3.315,5,1.1078,1.0642,1.0139,1.0404,1.1376,0.9591,0.9145,0.8928,1.1059,1.0476,205166775.6,180667637.7,156480256.5,144513120.6,140457196.8,2931393.24,2585446.96,2319440.83,2619556.39,2241319.25,252350,5-story shear model,pending,,,,,,
Case1187,Struct0594,EI,ground_motion/ei3.txt,0.02,g,1,1.1658,1.0586,1.1926,0.0467,0.0432,3.461,5,1.0184,1.0252,0.9076,1.1103,1.0764,1.0435,1.0073,1.019,1.0487,0.9535,213705129.6,197204396.4,158712012,174742344.9,150584054.4,4418596.4,3945412.79,3667625.56,3441476.84,2826250.28,298150,5-story shear model,pending,,,,,,
Case1188,Struct0594,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.1658,1.0586,1.1926,0.0467,0.0432,3.461,5,1.0184,1.0252,0.9076,1.1103,1.0764,1.0435,1.0073,1.019,1.0487,0.9535,213705129.6,197204396.4,158712012,174742344.9,150584054.4,4418596.4,3945412.79,3667625.56,3441476.84,2826250.28,298150,5-story shear model,pending,,,,,,
Case1189,Struct0595,EI,ground_motion/ei3.txt,0.02,g,1,1.1735,1.0058,0.9505,0.0662,0.0141,3.479,5,1.0357,1.0147,1.0188,0.9545,1.0292,0.8688,1.1225,0.9962,0.8552,1.1094,218770911,196473824.3,179334270,151214276.3,144931944,3495356.16,4177338.85,3406725.06,2666496.5,3124336.66,237625,5-story shear model,pending,,,,,,
Case1190,Struct0595,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.1735,1.0058,0.9505,0.0662,0.0141,3.479,5,1.0357,1.0147,1.0188,0.9545,1.0292,0.8688,1.1225,0.9962,0.8552,1.1094,218770911,196473824.3,179334270,151214276.3,144931944,3495356.16,4177338.85,3406725.06,2666496.5,3124336.66,237625,5-story shear model,pending,,,,,,
Case1191,Struct0596,EI,ground_motion/ei3.txt,0.02,g,1,0.7667,1.1796,1.0034,0.0398,0.0493,3.575,5,1.1373,1.1241,0.8597,1.0747,0.9898,1.0891,0.9685,1.044,1.0948,1.0718,156954223.8,142204832.6,98869798.5,111236286.2,91065559.2,5138809.44,4227037.62,4187108.16,4003420.85,3540026.78,250850,5-story shear model,pending,,,,,,
Case1192,Struct0596,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.7667,1.1796,1.0034,0.0398,0.0493,3.575,5,1.1373,1.1241,0.8597,1.0747,0.9898,1.0891,0.9685,1.044,1.0948,1.0718,156954223.8,142204832.6,98869798.5,111236286.2,91065559.2,5138809.44,4227037.62,4187108.16,4003420.85,3540026.78,250850,5-story shear model,pending,,,,,,
Case1193,Struct0597,EI,ground_motion/ei3.txt,0.02,g,1,0.8127,0.9132,1.1106,0.0441,0.0324,3.213,5,0.9907,0.8971,0.8884,1.1354,0.9542,1.0001,1.0432,0.9617,1.0655,1.0782,144925540.2,120297073.1,108300402,124569843.3,93057400.8,3653165.28,3524805.89,2985963.1,3016345.26,2756914.27,277650,5-story shear model,pending,,,,,,
Case1194,Struct0597,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.8127,0.9132,1.1106,0.0441,0.0324,3.213,5,0.9907,0.8971,0.8884,1.1354,0.9542,1.0001,1.0432,0.9617,1.0655,1.0782,144925540.2,120297073.1,108300402,124569843.3,93057400.8,3653165.28,3524805.89,2985963.1,3016345.26,2756914.27,277650,5-story shear model,pending,,,,,,
Case1195,Struct0598,EI,ground_motion/ei3.txt,0.02,g,1,0.9651,1.1443,0.9053,0.0696,0.0316,3.539,5,0.8563,0.9438,1.0192,1.0383,1.064,0.8752,0.9124,0.9813,0.9256,1.0309,148754723.4,150292127.7,147544488,135278549.6,123223968,4005965.44,3863019.48,3817865.41,3283408.65,3303044.84,226325,5-story shear model,pending,,,,,,
Case1196,Struct0598,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.9651,1.1443,0.9053,0.0696,0.0316,3.539,5,0.8563,0.9438,1.0192,1.0383,1.064,0.8752,0.9124,0.9813,0.9256,1.0309,148754723.4,150292127.7,147544488,135278549.6,123223968,4005965.44,3863019.48,3817865.41,3283408.65,3303044.84,226325,5-story shear model,pending,,,,,,
Case1197,Struct0599,EI,ground_motion/ei3.txt,0.02,g,1,0.9389,0.9498,0.8307,0.0749,0.0148,3.235,5,0.8888,1.0818,1.0201,1.1366,0.9487,0.8992,1.0622,0.8663,0.9806,0.9234,150208977.6,167590833.3,143665783.5,144065754.9,106888131.6,3416240.64,3732846.97,2797559.92,2887259.03,2455726.9,207675,5-story shear model,pending,,,,,,
Case1198,Struct0599,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.9389,0.9498,0.8307,0.0749,0.0148,3.235,5,0.8888,1.0818,1.0201,1.1366,0.9487,0.8992,1.0622,0.8663,0.9806,0.9234,150208977.6,167590833.3,143665783.5,144065754.9,106888131.6,3416240.64,3732846.97,2797559.92,2887259.03,2455726.9,207675,5-story shear model,pending,,,,,,
Case1199,Struct0600,EI,ground_motion/ei3.txt,0.02,g,1,0.8761,0.8759,0.8338,0.0553,0.0423,3.573,5,0.9519,1.0644,1.0744,1.1464,1.1066,0.8568,1.1,1.1005,1.1359,1.0621,150112726.2,153865938.6,141192276,135588740.4,116339071.2,3001884.48,3564913,3277355.03,3084297.91,2604821.49,208450,5-story shear model,pending,,,,,,
Case1200,Struct0600,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.8761,0.8759,0.8338,0.0553,0.0423,3.573,5,0.9519,1.0644,1.0744,1.1464,1.1066,0.8568,1.1,1.1005,1.1359,1.0621,150112726.2,153865938.6,141192276,135588740.4,116339071.2,3001884.48,3564913,3277355.03,3084297.91,2604821.49,208450,5-story shear model,pending,,,,,,
Case1201,Struct0601,EI,ground_motion/ei3.txt,0.02,g,1,1.0078,0.9951,0.9311,0.0398,0.0462,3.298,5,1.1476,1.0998,0.9732,0.9476,1.1098,0.8622,0.9176,1.0318,1.0385,1.0563,208179230.4,182882442.6,147118644,128923822.8,134214772.8,3431900.88,3378483.91,3490930.21,3203575.19,2943147.56,232775,5-story shear model,pending,,,,,,
Case1202,Struct0601,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.0078,0.9951,0.9311,0.0398,0.0462,3.298,5,1.1476,1.0998,0.9732,0.9476,1.1098,0.8622,0.9176,1.0318,1.0385,1.0563,208179230.4,182882442.6,147118644,128923822.8,134214772.8,3431900.88,3378483.91,3490930.21,3203575.19,2943147.56,232775,5-story shear model,pending,,,,,,
Case1203,Struct0602,EI,ground_motion/ei3.txt,0.02,g,1,1.0234,1.0037,0.9183,0.0527,0.0498,3.344,5,1.0916,0.98,1.0329,0.9144,0.9707,0.968,1.0699,0.8845,0.8921,1.0513,201085819.2,165483780,158560479,126332589.6,119209725.6,3886326.4,3973276.93,3018427.01,2775742.39,2954531.47,229575,5-story shear model,pending,,,,,,
Case1204,Struct0602,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.0234,1.0037,0.9183,0.0527,0.0498,3.344,5,1.0916,0.98,1.0329,0.9144,0.9707,0.968,1.0699,0.8845,0.8921,1.0513,201085819.2,165483780,158560479,126332589.6,119209725.6,3886326.4,3973276.93,3018427.01,2775742.39,2954531.47,229575,5-story shear model,pending,,,,,,
Case1205,Struct0603,EI,ground_motion/ei3.txt,0.02,g,1,0.8705,0.8477,0.8709,0.0231,0.0259,3.361,5,0.8562,1.0917,1.1085,1.0524,0.9239,1.0676,0.8557,1.0982,0.9475,0.9528,134157978,156803600.3,144742387.5,123675417,96510594,3620018.08,2683894.49,3165210.08,2489906.83,2261527.97,217725,5-story shear model,pending,,,,,,
Case1206,Struct0603,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.8705,0.8477,0.8709,0.0231,0.0259,3.361,5,0.8562,1.0917,1.1085,1.0524,0.9239,1.0676,0.8557,1.0982,0.9475,0.9528,134157978,156803600.3,144742387.5,123675417,96510594,3620018.08,2683894.49,3165210.08,2489906.83,2261527.97,217725,5-story shear model,pending,,,,,,
Case1207,Struct0604,EI,ground_motion/ei3.txt,0.02,g,1,0.897,0.858,1.1753,0.0275,0.0315,3.376,5,1.002,1.0826,0.9234,0.8781,0.9184,0.859,0.918,0.9633,1.0952,1.1191,161782920,160230213,124243470,106333519.5,98856576,2948088,2914282.8,2810138.76,2913012.96,2688525.84,293825,5-story shear model,pending,,,,,,
Case1208,Struct0604,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.897,0.858,1.1753,0.0275,0.0315,3.376,5,1.002,1.0826,0.9234,0.8781,0.9184,0.859,0.918,0.9633,1.0952,1.1191,161782920,160230213,124243470,106333519.5,98856576,2948088,2914282.8,2810138.76,2913012.96,2688525.84,293825,5-story shear model,pending,,,,,,
Case1209,Struct0605,EI,ground_motion/ei3.txt,0.02,g,1,0.9833,1.1883,0.9968,0.044,0.0226,3.582,5,0.8902,0.9189,0.8723,0.8522,0.8578,0.9883,0.8655,0.8733,1.0715,1.0668,157560058.8,149086471.1,128659888.5,113125715.1,101216968.8,4697587.56,3805352.51,3528324.13,3947116.69,3549499.63,249200,5-story shear model,pending,,,,,,
Case1210,Struct0605,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.9833,1.1883,0.9968,0.044,0.0226,3.582,5,0.8902,0.9189,0.8723,0.8522,0.8578,0.9883,0.8655,0.8733,1.0715,1.0668,157560058.8,149086471.1,128659888.5,113125715.1,101216968.8,4697587.56,3805352.51,3528324.13,3947116.69,3549499.63,249200,5-story shear model,pending,,,,,,
Case1211,Struct0606,EI,ground_motion/ei3.txt,0.02,g,1,0.8424,0.8296,1.0162,0.0389,0.0132,3.078,5,1.094,0.9805,1.0468,0.9813,0.8747,1.0697,0.8864,0.9505,1.0938,1.0069,165885408,136285578,132273648,111597361.2,88421673.6,3549692.48,2720822.53,2681018.32,2812991.09,2338907.87,254050,5-story shear model,pending,,,,,,
Case1212,Struct0606,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.8424,0.8296,1.0162,0.0389,0.0132,3.078,5,1.094,0.9805,1.0468,0.9813,0.8747,1.0697,0.8864,0.9505,1.0938,1.0069,165885408,136285578,132273648,111597361.2,88421673.6,3549692.48,2720822.53,2681018.32,2812991.09,2338907.87,254050,5-story shear model,pending,,,,,,
Case1213,Struct0607,EI,ground_motion/ei3.txt,0.02,g,1,0.8332,1.0441,1.0573,0.0223,0.0232,3.402,5,0.901,1.1033,0.8588,0.9102,1.0012,1.005,1.093,1.0458,0.9614,0.9885,135128376,151679477.4,107332824,102381116.4,100103980.8,4197282,4222444.81,3712527.25,3111772.99,2889859.98,264325,5-story shear model,pending,,,,,,
Case1214,Struct0607,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.8332,1.0441,1.0573,0.0223,0.0232,3.402,5,0.901,1.1033,0.8588,0.9102,1.0012,1.005,1.093,1.0458,0.9614,0.9885,135128376,151679477.4,107332824,102381116.4,100103980.8,4197282,4222444.81,3712527.25,3111772.99,2889859.98,264325,5-story shear model,pending,,,,,,
Case1215,Struct0608,EI,ground_motion/ei3.txt,0.02,g,1,0.815,0.8447,0.9923,0.0365,0.0484,3.154,5,1.0586,0.9606,0.929,1.1451,1.1016,0.8924,0.9499,1.1265,0.9208,1.0128,155296620,129176685,113570250,125989627.5,107736480,3015241.12,2968807.96,3235285.47,2411179.26,2395434.05,248075,5-story shear model,pending,,,,,,
Case1216,Struct0608,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.815,0.8447,0.9923,0.0365,0.0484,3.154,5,1.0586,0.9606,0.929,1.1451,1.1016,0.8924,0.9499,1.1265,0.9208,1.0128,155296620,129176685,113570250,125989627.5,107736480,3015241.12,2968807.96,3235285.47,2411179.26,2395434.05,248075,5-story shear model,pending,,,,,,
Case1217,Struct0609,EI,ground_motion/ei3.txt,0.02,g,1,1.1841,1.0247,1.1206,0.0734,0.0379,3.214,5,0.9969,0.8742,1.1255,1.1376,1.0545,1.0192,0.9227,0.9532,1.1015,1.1294,212477272.2,170798136.3,199905682.5,181849341.6,149836014,4177496.96,3498315.55,3320929.74,3498991.85,3240429.3,280150,5-story shear model,pending,,,,,,
Case1218,Struct0609,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.1841,1.0247,1.1206,0.0734,0.0379,3.214,5,0.9969,0.8742,1.1255,1.1376,1.0545,1.0192,0.9227,0.9532,1.1015,1.1294,212477272.2,170798136.3,199905682.5,181849341.6,149836014,4177496.96,3498315.55,3320929.74,3498991.85,3240429.3,280150,5-story shear model,pending,,,,,,
Case1219,Struct0610,EI,ground_motion/ei3.txt,0.02,g,1,1.1412,0.8459,0.9725,0.0579,0.0487,3.017,5,0.9055,0.9965,1.0439,1.1234,0.8957,1.0975,1.0391,0.8934,1.1227,1.1284,186004188,187638957,178694802,173073250.8,122660740.8,3713501,3252206.35,2569472,2944044.98,2672637.97,243125,5-story shear model,pending,,,,,,
Case1220,Struct0610,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.1412,0.8459,0.9725,0.0579,0.0487,3.017,5,0.9055,0.9965,1.0439,1.1234,0.8957,1.0975,1.0391,0.8934,1.1227,1.1284,186004188,187638957,178694802,173073250.8,122660740.8,3713501,3252206.35,2569472,2944044.98,2672637.97,243125,5-story shear model,pending,,,,,,
Case1221,Struct0611,EI,ground_motion/ei3.txt,0.02,g,1,1.1923,1.0508,1.1989,0.0642,0.0453,3.421,5,0.8641,0.8792,0.9997,1.0712,1.0531,0.9567,1.1155,1.0583,1.062,1.1044,185447957.4,172964576.4,178791346.5,172420887.6,150673335.6,4021201.44,4337019.38,3781009.58,3459443.76,3249409.86,299725,5-story shear model,pending,,,,,,
Case1222,Struct0611,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.1923,1.0508,1.1989,0.0642,0.0453,3.421,5,0.8641,0.8792,0.9997,1.0712,1.0531,0.9567,1.1155,1.0583,1.062,1.1044,185447957.4,172964576.4,178791346.5,172420887.6,150673335.6,4021201.44,4337019.38,3781009.58,3459443.76,3249409.86,299725,5-story shear model,pending,,,,,,
Case1223,Struct0612,EI,ground_motion/ei3.txt,0.02,g,1,0.7636,0.8379,1.1693,0.0551,0.0373,3.407,5,0.9614,1.1264,1.1313,1.1423,1.1249,1.0872,1.0884,1.0951,1.0934,1.1231,132142507.2,141919641.6,129579102,117755137.8,103076836.8,3643859.52,3374290.33,3119786.59,2840095.57,2634927.37,292325,5-story shear model,pending,,,,,,
Case1224,Struct0612,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.7636,0.8379,1.1693,0.0551,0.0373,3.407,5,0.9614,1.1264,1.1313,1.1423,1.1249,1.0872,1.0884,1.0951,1.0934,1.1231,132142507.2,141919641.6,129579102,117755137.8,103076836.8,3643859.52,3374290.33,3119786.59,2840095.57,2634927.37,292325,5-story shear model,pending,,,,,,
Case1225,Struct0613,EI,ground_motion/ei3.txt,0.02,g,1,1.0878,1.0413,0.9357,0.0373,0.0377,3.559,5,0.997,1.1008,1.0303,1.1438,1.0607,0.9177,0.9471,1.0795,1.0604,0.9311,195216588,197579289.6,168114051,167970461.4,138459535.2,3822404.04,3648996.35,3821883.39,3423003.01,2714752.4,233925,5-story shear model,pending,,,,,,
Case1226,Struct0613,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.0878,1.0413,0.9357,0.0373,0.0377,3.559,5,0.997,1.1008,1.0303,1.1438,1.0607,0.9177,0.9471,1.0795,1.0604,0.9311,195216588,197579289.6,168114051,167970461.4,138459535.2,3822404.04,3648996.35,3821883.39,3423003.01,2714752.4,233925,5-story shear model,pending,,,,,,
Case1227,Struct0614,EI,ground_motion/ei3.txt,0.02,g,1,0.9074,1.1776,0.8647,0.0563,0.039,3.501,5,0.8866,1.0338,1.0642,0.9685,0.9976,0.967,0.9983,0.9405,0.9476,0.9638,144810151.2,154781569.8,144848262,118640281.5,108626668.8,4554956.8,4349712.9,3765611.52,3459270.66,3177918.46,216175,5-story shear model,pending,,,,,,
Case1228,Struct0614,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.9074,1.1776,0.8647,0.0563,0.039,3.501,5,0.8866,1.0338,1.0642,0.9685,0.9976,0.967,0.9983,0.9405,0.9476,0.9638,144810151.2,154781569.8,144848262,118640281.5,108626668.8,4554956.8,4349712.9,3765611.52,3459270.66,3177918.46,216175,5-story shear model,pending,,,,,,
Case1229,Struct0615,EI,ground_motion/ei3.txt,0.02,g,1,1.1952,0.7932,0.8232,0.0735,0.0164,3.367,5,0.9579,1.1468,1.0965,0.9191,0.9117,1.0702,1.0321,1.0961,1.0856,0.9375,206078774.4,226158134.4,196580520,148298623.2,130759660.8,3395530.56,3029048.36,2956050.17,2669403.55,2082150,205800,5-story shear model,pending,,,,,,
Case1230,Struct0615,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.1952,0.7932,0.8232,0.0735,0.0164,3.367,5,0.9579,1.1468,1.0965,0.9191,0.9117,1.0702,1.0321,1.0961,1.0856,0.9375,206078774.4,226158134.4,196580520,148298623.2,130759660.8,3395530.56,3029048.36,2956050.17,2669403.55,2082150,205800,5-story shear model,pending,,,,,,
Case1231,Struct0616,EI,ground_motion/ei3.txt,0.02,g,1,0.9804,0.8007,0.911,0.0606,0.0164,3.395,5,1.1494,0.9902,1.1202,1.0477,1.0557,1.1294,0.9073,1.1117,0.8711,1.022,202836916.8,160180693.2,164736612,138667285.8,124200993.6,3617242.32,2687957.91,3026469.85,2162218.29,2291283.12,227750,5-story shear model,pending,,,,,,
Case1232,Struct0616,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.9804,0.8007,0.911,0.0606,0.0164,3.395,5,1.1494,0.9902,1.1202,1.0477,1.0557,1.1294,0.9073,1.1117,0.8711,1.022,202836916.8,160180693.2,164736612,138667285.8,124200993.6,3617242.32,2687957.91,3026469.85,2162218.29,2291283.12,227750,5-story shear model,pending,,,,,,
Case1233,Struct0617,EI,ground_motion/ei3.txt,0.02,g,1,0.9072,1.0927,0.8666,0.0336,0.0328,3.152,5,0.9448,1.0446,0.9628,1.0939,0.9808,1.0131,0.8696,1.1085,0.8537,0.9775,154282060.8,156364084.8,131017824,133972120.8,106773811.2,4428057.48,3515784.1,4118277.03,2891797.77,2990719.9,216650,5-story shear model,pending,,,,,,
Case1234,Struct0617,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.9072,1.0927,0.8666,0.0336,0.0328,3.152,5,0.9448,1.0446,0.9628,1.0939,0.9808,1.0131,0.8696,1.1085,0.8537,0.9775,154282060.8,156364084.8,131017824,133972120.8,106773811.2,4428057.48,3515784.1,4118277.03,2891797.77,2990719.9,216650,5-story shear model,pending,,,,,,
Case1235,Struct0618,EI,ground_motion/ei3.txt,0.02,g,1,0.9342,0.8024,0.8503,0.0346,0.0313,3.005,5,1.0736,0.8628,1.0842,0.8528,1.0163,0.9798,0.8696,1.0588,1.1178,0.9796,180532281.6,132994580.4,151928946,107552577.6,113931295.2,3144766.08,2581738.05,2888575.81,2780460.43,2200886.91,212575,5-story shear model,pending,,,,,,
Case1236,Struct0618,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.9342,0.8024,0.8503,0.0346,0.0313,3.005,5,1.0736,0.8628,1.0842,0.8528,1.0163,0.9798,0.8696,1.0588,1.1178,0.9796,180532281.6,132994580.4,151928946,107552577.6,113931295.2,3144766.08,2581738.05,2888575.81,2780460.43,2200886.91,212575,5-story shear model,pending,,,,,,
Case1237,Struct0619,EI,ground_motion/ei3.txt,0.02,g,1,1.1162,0.7561,1.1317,0.0411,0.0467,3.125,5,0.9927,0.9016,1.0683,1.0758,1.1085,0.9616,0.9436,1.0539,1.0431,0.9236,199449313.2,166050376.8,178865469,162109074.6,148476924,2908263.04,2639787.05,2709302.89,2444932.52,1955335.09,282925,5-story shear model,pending,,,,,,
Case1238,Struct0619,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.1162,0.7561,1.1317,0.0411,0.0467,3.125,5,0.9927,0.9016,1.0683,1.0758,1.1085,0.9616,0.9436,1.0539,1.0431,0.9236,199449313.2,166050376.8,178865469,162109074.6,148476924,2908263.04,2639787.05,2709302.89,2444932.52,1955335.09,282925,5-story shear model,pending,,,,,,
Case1239,Struct0620,EI,ground_motion/ei3.txt,0.02,g,1,0.924,0.9084,1.0255,0.0755,0.0188,3.171,5,0.9755,0.9334,0.9712,0.8566,0.9203,1.0806,0.8835,1.0185,0.9839,1.0262,162245160,142306164,134608320,106852284,102042864,3926468.16,2969514.18,3145698.36,2770701.76,2610160.22,256375,5-story shear model,pending,,,,,,
Case1240,Struct0620,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.924,0.9084,1.0255,0.0755,0.0188,3.171,5,0.9755,0.9334,0.9712,0.8566,0.9203,1.0806,0.8835,1.0185,0.9839,1.0262,162245160,142306164,134608320,106852284,102042864,3926468.16,2969514.18,3145698.36,2770701.76,2610160.22,256375,5-story shear model,pending,,,,,,
Case1241,Struct0621,EI,ground_motion/ei3.txt,0.02,g,1,1.1865,1.2161,0.8443,0.0249,0.0198,3.255,5,1.0586,0.8745,0.8956,1.062,0.974,0.8774,1.1431,0.8992,1.0196,1.0712,226085202,171203051.3,159394410,170108505,138678120,4268024.56,5143458.47,3717958.21,3843800.24,3647521.7,211075,5-story shear model,pending,,,,,,
Case1242,Struct0621,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.1865,1.2161,0.8443,0.0249,0.0198,3.255,5,1.0586,0.8745,0.8956,1.062,0.974,0.8774,1.1431,0.8992,1.0196,1.0712,226085202,171203051.3,159394410,170108505,138678120,4268024.56,5143458.47,3717958.21,3843800.24,3647521.7,211075,5-story shear model,pending,,,,,,
Case1243,Struct0622,EI,ground_motion/ei3.txt,0.02,g,1,0.9782,1.0098,1.0681,0.0328,0.0461,3.106,5,1.0277,1.0931,1.0357,1.0992,1.1431,1.115,0.8542,0.8581,1.0437,1.0682,180953305.2,176429619.3,151968261,145157054.4,134181650.4,4503708,3191513.29,2946131.89,3267177.61,3020271.41,267025,5-story shear model,pending,,,,,,
Case1244,Struct0622,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.9782,1.0098,1.0681,0.0328,0.0461,3.106,5,1.0277,1.0931,1.0357,1.0992,1.1431,1.115,0.8542,0.8581,1.0437,1.0682,180953305.2,176429619.3,151968261,145157054.4,134181650.4,4503708,3191513.29,2946131.89,3267177.61,3020271.41,267025,5-story shear model,pending,,,,,,
Case1245,Struct0623,EI,ground_motion/ei3.txt,0.02,g,1,1.0461,0.8759,0.8576,0.0421,0.0376,3.007,5,0.866,0.9285,1.1057,1.078,1.1375,0.8909,1.0474,0.9209,0.9422,0.8713,163066068,160265135.3,173500915.5,152238933,142792650,3121357.24,3394445.34,2742495.45,2558346.24,2136880.68,214400,5-story shear model,pending,,,,,,
Case1246,Struct0623,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.0461,0.8759,0.8576,0.0421,0.0376,3.007,5,0.866,0.9285,1.1057,1.078,1.1375,0.8909,1.0474,0.9209,0.9422,0.8713,163066068,160265135.3,173500915.5,152238933,142792650,3121357.24,3394445.34,2742495.45,2558346.24,2136880.68,214400,5-story shear model,pending,,,,,,
Case1247,Struct0624,EI,ground_motion/ei3.txt,0.02,g,1,1.1141,0.9125,1.1729,0.0602,0.0239,3.319,5,1.1048,0.8659,1.0789,0.934,1.105,0.9774,1.0173,0.8898,0.9061,1.1119,221554382.4,159175366.4,180300373.5,140476869,147729660,3567510,3434659.13,2760604.5,2563130.38,2840904.5,293225,5-story shear model,pending,,,,,,
